seat_no,prn,centre,total_gradepoints,sgpi,status,year_of_admission,clg_id,gender,cgpa,marks_in_phy,marks_in_chem,marks_inmaths
5018694,2.02E+15,Panvel,148,6.73,Successful ,2020,124,F,6.73,40,45,36
5018695,2.02E+15,Panvel,168,7.64,Successful ,2020,124,M,7.64,48,50,43
5018696,2.02E+15,Panvel,158,7.18,Successful ,2019,124,M,7.18,39,48,46
5018697,2.02E+15,Panvel,158,7.18,Successful ,2019,124,M,7.18,48,49,37
5018698,2.02E+15,Panvel,185,8.41,Successful ,2018,124,M,8.41,46,47,48
5018699,2.02E+15,Panvel,140,6.36,Successful ,2020,124,F,6.36,47,49,48
5018700,2.02E+15,Panvel,182,8.27,Successful ,2019,124,M,8.27,49,49,45
5018701,2.02E+15,Panvel,172,7.82,Successful ,2020,124,F,7.82,39,50,43
5018702,2.02E+15,Panvel,178,8.09,Successful ,2019,124,M,8.09,44,45,36
5018703,2.02E+15,Panvel,172,7.82,Successful ,2020,124,F,7.82,44,45,38
5018704,2.02E+15,Panvel,142,6.45,Successful ,2020,124,F,6.45,43,47,39
5018705,2.02E+15,Panvel,157,7.14,Successful ,2019,124,M,7.14,38,46,47
5018706,2.02E+15,Panvel,180,8.18,Successful ,2020,124,F,8.18,39,45,45
5015368,2.02E+15,Mumbai,150,6.82,Successful ,2020,126,M,6.82,35,46,40
5015369,2.02E+15,Mumbai,132,6,Successful ,2019,126,M,6,44,46,41
5015370,2.02E+15,Mumbai,151,6.86,Successful ,2020,126,M,6.86,41,46,44
5015371,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,F,8.64,46,49,39
5015372,2.02E+15,Mumbai,154,7,Successful ,2019,126,F,7,50,50,38
5015373,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,F,8.64,39,49,36
5015374,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,42,50,35
5015375,2.02E+15,Mumbai,177,8.05,Successful ,2020,126,M,8.05,46,46,41
5015376,2.02E+15,Mumbai,156,7.09,Successful ,2019,126,F,7.09,35,50,46
5015377,2.02E+15,Mumbai,188,8.55,Successful ,2019,126,M,8.55,37,45,37
5015378,2.02E+15,Mumbai,176,8,Successful ,2019,126,M,8,41,45,35
5015379,2.02E+15,Mumbai,199,9.05,Successful ,2019,126,F,9.05,41,46,38
5015380,2.02E+15,Mumbai,188,8.55,Successful ,2019,126,F,8.55,40,49,47
5015381,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,F,8.64,46,47,44
5015382,2.02E+15,Mumbai,193,8.77,Successful ,2019,126,M,8.77,44,47,41
5015383,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,50,50,41
5015384,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,50,45,42
5015385,2.02E+15,Mumbai,179,8.14,Successful ,2019,126,M,8.14,47,47,47
5015386,2.02E+15,Mumbai,163,7.41,Successful ,2019,126,F,7.41,43,47,47
5015387,2.02E+15,Mumbai,191,8.68,Successful ,2019,126,F,8.68,42,46,37
5015388,2.02E+15,Mumbai,177,8.05,Successful ,2019,126,M,8.05,42,47,44
5015389,2.02E+15,Mumbai,154,7,Successful ,2019,126,M,7,49,49,36
5015390,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,M,7.91,46,49,35
5015391,2.02E+15,Mumbai,191,8.68,Successful ,2020,126,M,8.68,48,50,37
5015392,2.02E+15,Mumbai,193,8.77,Successful ,2019,126,F,8.77,36,45,45
5015393,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,40,49,49
5015394,2.02E+15,Mumbai,193,8.77,Successful ,2019,126,M,8.77,40,49,35
5015395,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,F,7.91,49,49,46
5015396,2.02E+15,Mumbai,171,7.77,Successful ,2019,126,F,7.77,47,47,42
5015397,2.02E+15,Mumbai,192,8.73,Successful ,2019,126,F,8.73,42,48,37
5015398,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,49,50,44
5015399,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,M,8.23,50,46,49
5015400,2.02E+15,Mumbai,171,7.77,Successful ,2019,126,M,7.77,45,45,40
5015401,2.02E+15,Mumbai,0,0,RR ,2019,126,F,0,39,50,40
5015402,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,F,8.23,39,47,40
5015403,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,46,45,37
5015404,2.02E+15,Mumbai,166,7.55,Successful ,2019,126,M,7.55,46,50,47
5015405,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,41,47,42
5015406,2.02E+15,Mumbai,195,8.86,Successful ,2019,126,F,8.86,41,48,38
5015407,2.02E+15,Mumbai,168,7.64,Successful ,2019,126,M,7.64,49,45,44
5015408,2.02E+15,Mumbai,199,9.05,Successful ,2019,126,M,9.05,44,48,48
5015409,2.02E+15,Mumbai,165,7.5,Successful ,2019,126,M,7.5,44,50,40
5015410,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,M,8.23,48,49,44
5015411,2.02E+15,Mumbai,177,8.05,Successful ,2019,126,M,8.05,44,47,37
5015412,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,39,48,44
5015413,2.02E+15,Mumbai,147,6.68,Successful ,2019,126,M,6.68,50,49,39
5015414,2.02E+15,Mumbai,161,7.32,Successful ,2019,126,M,7.32,47,48,46
5015415,2.02E+15,Mumbai,205,9.32,Successful ,2019,126,M,9.32,50,49,44
5015416,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,43,50,45
5015417,2.02E+15,Mumbai,196,8.91,Successful ,2019,126,F,8.91,45,49,40
5015418,2.02E+15,Mumbai,203,9.23,Successful ,2019,126,M,9.23,41,49,38
5015419,2.02E+15,Mumbai,176,8,Successful ,2020,126,F,8,42,46,45
5015420,2.02E+15,Mumbai,173,7.86,Successful ,2019,126,F,7.86,46,46,44
5015421,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,F,8.09,38,50,43
5015422,2.02E+15,Mumbai,171,7.77,Successful ,2020,126,M,7.77,46,45,42
5015423,2.02E+15,Mumbai,149,6.77,Successful ,2019,126,M,6.77,40,49,43
5015424,2.02E+15,Mumbai,158,7.18,Successful ,2019,126,M,7.18,38,48,35
5015425,2.02E+15,Mumbai,174,7.91,Successful ,2018,126,M,7.91,40,50,47
5015426,2.02E+15,Mumbai,193,8.77,Successful ,2019,126,F,8.77,48,46,44
5015427,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,40,48,44
5015428,2.02E+15,Mumbai,193,8.77,Successful ,2019,126,M,8.77,40,49,39
5015429,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,45,46,47
5015430,2.02E+15,Mumbai,183,8.32,Successful ,2019,126,M,8.32,45,47,43
5015431,2.02E+15,Mumbai,165,7.5,Successful ,2019,126,M,7.5,49,49,48
5015432,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,44,49,50
5015433,2.02E+15,Mumbai,165,7.5,Successful ,2019,126,M,7.5,37,47,41
5015434,2.02E+15,Mumbai,184,8.36,Successful ,2019,126,M,8.36,48,47,50
5015435,2.02E+15,Mumbai,138,6.27,Successful ,2019,126,F,6.27,46,49,42
5015436,2.02E+15,Mumbai,160,7.27,Successful ,2019,126,F,7.27,50,47,36
5015437,2.02E+15,Mumbai,152,6.91,Successful ,2019,126,M,6.91,48,50,50
5015438,2.02E+15,Mumbai,192,8.73,Successful ,2019,126,M,8.73,50,50,46
5015439,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,M,8.64,37,49,39
5015440,2.02E+15,Mumbai,166,7.55,Successful ,2019,126,M,7.55,42,45,35
5015441,2.02E+15,Mumbai,166,7.55,Successful ,2019,126,M,7.55,44,47,39
5015442,2.02E+15,Mumbai,179,8.14,Successful ,2019,126,M,8.14,40,46,36
5015443,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,44,48,50
5015444,2.02E+15,Mumbai,157,7.14,Successful ,2019,126,M,7.14,49,45,49
5015445,2.02E+15,Mumbai,154,7,Successful ,2019,126,M,7,48,50,49
5015446,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,F,8.64,44,45,39
5015447,2.02E+15,Mumbai,136,6.18,Successful ,2019,126,M,6.18,43,47,44
5015448,2.02E+15,Mumbai,175,7.95,Successful ,2019,126,M,7.95,41,45,42
5015449,2.02E+15,Mumbai,161,7.32,Successful ,2019,126,M,7.32,39,49,40
5015450,2.02E+15,Mumbai,169,7.68,Successful ,2019,126,F,7.68,46,50,47
5015451,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,41,50,35
5015452,2.02E+15,Mumbai,155,7.05,Successful ,2019,126,M,7.05,42,45,50
5015453,2.02E+15,Mumbai,146,6.64,Successful ,2019,126,M,6.64,39,45,35
5015454,2.02E+15,Mumbai,167,7.59,Successful ,2019,126,F,7.59,41,50,37
5015455,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,35,47,39
5015456,2.02E+15,Mumbai,187,8.5,Successful ,2019,126,F,8.5,35,46,35
5015457,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,F,7.91,44,50,39
5015458,2.02E+15,Mumbai,177,8.05,Successful ,2019,126,M,8.05,38,49,43
5015459,2.02E+15,Mumbai,189,8.59,Successful ,2019,126,F,8.59,50,49,39
5015460,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,F,0,36,49,37
5015461,2.02E+15,Mumbai,184,8.36,Successful ,2019,126,M,8.36,48,48,41
5015462,2.02E+15,Mumbai,162,7.36,Successful ,2019,126,M,7.36,47,50,46
5015463,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,45,47,35
5015464,2.02E+15,Mumbai,151,6.86,Successful ,2019,126,M,6.86,50,48,39
5015465,2.02E+15,Mumbai,170,7.73,Successful ,2019,126,M,7.73,48,49,42
5015466,2.02E+15,Mumbai,146,6.64,Successful ,2019,126,M,6.64,37,46,44
5015467,2.02E+15,Mumbai,152,6.91,Successful ,2019,126,M,6.91,49,49,46
5015468,2.02E+15,Mumbai,170,7.73,Successful ,2019,126,M,7.73,47,49,37
5015469,2.02E+15,Mumbai,176,8,Successful ,2019,126,M,8,50,49,48
5015470,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,F,7.82,41,48,45
5015471,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,M,0,39,46,50
5015472,2.02E+15,Mumbai,189,8.59,Successful ,2020,126,F,8.59,49,48,44
5015473,2.02E+15,Mumbai,166,7.55,Successful ,2019,126,M,7.55,35,45,37
5015474,2.02E+15,Mumbai,142,6.45,Successful ,2019,126,M,6.45,38,48,35
5015475,2.02E+15,Mumbai,201,9.14,Successful ,2019,126,M,9.14,41,49,40
5015476,2.02E+15,Mumbai,182,8.27,Successful ,2019,126,M,8.27,48,47,44
5015477,2.02E+15,Mumbai,149,6.77,Successful ,2019,126,F,6.77,50,46,39
5015478,2.02E+15,Mumbai,185,8.41,Successful ,2019,126,M,8.41,42,46,45
5015479,2.02E+15,Mumbai,164,7.45,Successful ,2018,126,M,7.45,40,48,45
5015480,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,50,50,47
5015481,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,49,49,36
5015482,2.02E+15,Mumbai,182,8.27,Successful ,2019,126,F,8.27,37,48,38
5015483,2.02E+15,Mumbai,171,7.77,Successful ,2020,126,M,7.77,36,49,36
5015484,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,43,50,45
5015485,2.02E+15,Mumbai,170,7.73,Successful ,2020,126,M,7.73,46,50,36
5015486,2.02E+15,Mumbai,141,6.41,Successful ,2019,126,M,6.41,41,47,45
5015487,2.02E+15,Mumbai,155,7.05,Successful ,2019,126,M,7.05,44,45,39
5015488,2.02E+15,Mumbai,158,7.18,Successful ,2019,126,M,7.18,37,47,40
5015489,2.02E+15,Mumbai,163,7.41,Successful ,2019,126,M,7.41,48,48,48
5015490,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,43,45,49
5015491,2.02E+15,Mumbai,171,7.77,Successful ,2019,126,M,7.77,47,47,46
5015492,2.02E+15,Mumbai,165,7.5,Successful ,2020,126,F,7.5,42,47,38
5015493,2.02E+15,Mumbai,205,9.32,Successful ,2019,126,M,9.32,50,45,42
5015494,2.02E+15,Mumbai,184,8.36,Successful ,2022,126,F,8.36,41,48,41
5015495,2.02E+15,Mumbai,176,8,Successful ,2019,126,M,8,42,49,36
5015496,2.02E+15,Mumbai,133,6.05,Successful ,2018,126,M,6.05,48,45,44
5015497,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,39,48,49
5015498,2.02E+15,Mumbai,186,8.45,Successful ,2019,126,M,8.45,45,48,50
5015499,2.02E+15,Mumbai,165,7.5,Successful ,2019,126,M,7.5,49,48,36
5015500,2.02E+15,Mumbai,164,7.45,Successful ,2020,126,M,7.45,38,49,45
5015501,2.02E+15,Mumbai,176,8,Successful ,2019,126,F,8,45,46,45
5015502,2.02E+15,Mumbai,190,8.64,Successful ,2019,126,M,8.64,40,46,41
5015503,2.02E+15,Mumbai,169,7.68,Successful ,2020,126,F,7.68,36,48,47
5015504,2.02E+15,Mumbai,0,0,RR ,2019,126,M,0,49,46,43
5015505,2.02E+15,Mumbai,0,0,UM ,2018,126,M,0,45,46,49
5015506,2.02E+15,Mumbai,202,9.18,Successful ,2019,126,M,9.18,39,49,41
5015507,2.02E+15,Mumbai,200,9.09,Successful ,2019,126,M,9.09,42,46,40
5015508,2.02E+15,Mumbai,169,7.68,Successful ,2019,126,M,7.68,41,47,46
5015509,2.02E+15,Mumbai,175,7.95,Successful ,2019,126,M,7.95,44,49,39
5015510,2.02E+15,Mumbai,155,7.05,Successful ,2019,126,M,7.05,40,48,38
5015511,2.02E+15,Mumbai,211,9.59,Successful ,2019,126,M,9.59,43,49,48
5015512,2.02E+15,Mumbai,182,8.27,Successful ,2019,126,M,8.27,41,46,38
5015513,2.02E+15,Mumbai,175,7.95,Successful ,2019,126,M,7.95,47,49,37
5015514,2.02E+15,Mumbai,159,7.23,Successful ,2019,126,M,7.23,49,50,37
5015515,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,M,8.23,39,47,42
5015516,2.02E+15,Mumbai,163,7.41,Successful ,2019,126,M,7.41,38,49,37
5015517,2.02E+15,Mumbai,171,7.77,Successful ,2019,126,F,7.77,42,49,49
5015518,2.02E+15,Mumbai,179,8.14,Successful ,2019,126,M,8.14,50,46,50
5015519,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,43,48,41
5015520,2.02E+15,Mumbai,0,0,Unsuccessful ,2019,126,F,0,38,46,44
5015521,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,M,8.23,38,45,50
5015522,2.02E+15,Mumbai,187,8.5,Successful ,2019,126,M,8.5,43,46,42
5015523,2.02E+15,Mumbai,176,8,Successful ,2019,126,F,8,36,48,50
5015524,2.02E+15,Mumbai,183,8.32,Successful ,2019,126,M,8.32,47,45,36
5015525,2.02E+15,Mumbai,159,7.23,Successful ,2019,126,M,7.23,37,47,50
5015526,2.02E+15,Mumbai,169,7.68,Successful ,2019,126,M,7.68,49,45,36
5015527,2.02E+15,Mumbai,164,7.45,Successful ,2019,126,M,7.45,50,49,43
5015528,2.02E+15,Mumbai,191,8.68,Successful ,2019,126,F,8.68,46,49,42
5015529,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,F,7.91,35,47,44
5015530,2.02E+15,Mumbai,150,6.82,Successful ,2019,126,F,6.82,45,45,47
5015531,2.02E+15,Mumbai,183,8.32,Successful ,2019,126,M,8.32,49,45,50
5015532,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,M,7.91,44,45,43
5015533,2.02E+15,Mumbai,170,7.73,Successful ,2019,126,M,7.73,38,47,37
5015534,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,F,7.82,41,49,36
5015535,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,41,48,48
5015536,2.02E+15,Mumbai,192,8.73,Successful ,2019,126,F,8.73,49,45,39
5015537,2.02E+15,Mumbai,152,6.91,Successful ,2019,126,F,6.91,45,50,45
5015538,2.02E+15,Mumbai,173,7.86,Successful ,2019,126,M,7.86,36,48,36
5015539,2.02E+15,Mumbai,182,8.27,Successful ,2019,126,M,8.27,47,47,43
5015540,2.02E+15,Mumbai,181,8.23,Successful ,2020,126,M,8.23,46,46,42
5015541,2.02E+15,Mumbai,162,7.36,Successful ,2019,126,M,7.36,50,46,40
5015542,2.02E+15,Mumbai,173,7.86,Successful ,2019,126,M,7.86,49,49,38
5015543,2.02E+15,Mumbai,174,7.91,Successful ,2019,126,F,7.91,42,47,49
5015544,2.02E+15,Mumbai,184,8.36,Successful ,2019,126,M,8.36,48,48,50
5015545,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,42,49,41
5015546,2.02E+15,Mumbai,178,8.09,Successful ,2019,126,M,8.09,47,46,43
5015547,2.02E+15,Mumbai,134,6.09,Successful ,2019,126,M,6.09,44,49,40
5015548,2.02E+15,Mumbai,158,7.18,Successful ,2019,126,M,7.18,50,46,40
5015549,2.02E+15,Mumbai,173,7.86,Successful ,2019,126,M,7.86,49,47,43
5015550,2.02E+15,Mumbai,169,7.68,Successful ,2019,126,M,7.68,36,47,47
5015551,2.02E+15,Mumbai,163,7.41,Successful ,2019,126,M,7.41,42,48,48
5015552,2.02E+15,Mumbai,200,9.09,Successful ,2019,126,F,9.09,39,50,41
5015553,2.02E+15,Mumbai,147,6.68,Successful ,2019,126,M,6.68,47,47,50
5015554,2.02E+15,Mumbai,183,8.32,Successful ,2020,126,M,8.32,44,48,40
5015555,2.02E+15,Mumbai,150,6.82,Successful ,2019,126,M,6.82,47,47,37
5015556,2.02E+15,Mumbai,200,9.09,Successful ,2019,126,M,9.09,39,49,49
5015557,2.02E+15,Mumbai,176,8,Successful ,2019,126,M,8,36,46,37
5015558,2.02E+15,Mumbai,196,8.91,Successful ,2019,126,M,8.91,45,47,37
5015559,2.02E+15,Mumbai,173,7.86,Successful ,2019,126,M,7.86,36,45,36
5015560,2.02E+15,Mumbai,170,7.73,Successful ,2019,126,M,7.73,38,47,42
5015561,2.02E+15,Mumbai,180,8.18,Successful ,2019,126,M,8.18,36,48,44
5015562,2.02E+15,Mumbai,178,8.09,Successful ,2020,126,M,8.09,49,45,39
5015563,2.02E+15,Mumbai,150,6.82,Successful ,2019,126,M,6.82,39,48,40
5015564,2.02E+15,Mumbai,0,0,Unsuccessful ,2018,126,M,0,45,49,37
5015565,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,47,45,44
5015566,2.02E+15,Mumbai,168,7.64,Successful ,2019,126,M,7.64,40,47,48
5015567,2.02E+15,Mumbai,165,7.5,Successful ,2019,126,M,7.5,42,47,50
5015568,2.02E+15,Mumbai,172,7.82,Successful ,2019,126,M,7.82,39,48,48
5015569,2.02E+15,Mumbai,179,8.14,Successful ,2019,126,M,8.14,47,46,36
5015570,2.02E+15,Mumbai,169,7.68,Successful ,2019,126,F,7.68,47,48,43
5015571,2.02E+15,Mumbai,181,8.23,Successful ,2019,126,M,8.23,46,49,37
5015572,2.02E+15,Mumbai,0,0,Unsuccessful ,2020,126,M,0,35,48,41
5015573,2.02E+15,Mumbai,177,8.05,Successful ,2020,126,M,8.05,41,49,42
5015574,2.02E+15,Mumbai,137,6.23,Successful ,2019,126,M,6.23,44,47,43
5015575,2.02E+15,Mumbai,179,8.14,Successful ,2019,126,F,8.14,50,47,35
5015576,2.02E+15,Mumbai,191,8.68,Successful ,2019,126,F,8.68,42,47,45
5235263,2.02E+15,Mumbai,175,7.95,Successful ,2019,126,M,7.95,35,46,40
5235264,2.02E+15,,0,0,RR ,2019,126,M,0,49,45,48
5016483,2.02E+15,Thane,187,8.5,Successful ,2019,17,M,8.5,44,48,43
5016484,2.02E+15,Thane,160,7.27,Successful ,2019,17,F,7.27,44,45,47
5016485,2.02E+15,Thane,205,9.32,Successful ,2019,17,M,9.32,46,47,47
5016486,2.02E+15,Thane,169,7.68,Successful ,2020,17,F,7.68,45,50,38
5016487,2.02E+15,Thane,184,8.36,Successful ,2019,17,M,8.36,44,45,37
5016488,2.02E+15,Thane,160,7.27,Successful ,2019,17,M,7.27,44,50,42
5016489,2.02E+15,Thane,181,8.23,Successful ,2019,17,M,8.23,47,45,45
5016490,2.02E+15,Thane,193,8.77,Successful ,2019,17,M,8.77,42,48,47
5016491,2.02E+15,Thane,199,9.05,Successful ,2019,17,M,9.05,40,48,36
5016492,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,F,0,38,47,40
5016493,2.02E+15,Thane,183,8.32,Successful ,2019,17,M,8.32,48,49,41
5016494,2.02E+15,Thane,202,9.18,Successful ,2020,17,M,9.18,36,46,46
5016495,2.02E+15,Thane,175,7.95,Successful ,2019,17,M,7.95,41,45,49
5016496,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,M,0,44,50,39
5016497,2.02E+15,Thane,180,8.18,Successful ,2019,17,M,8.18,42,48,50
5016498,2.02E+15,Thane,178,8.09,Successful ,2019,17,F,8.09,44,50,50
5016499,2.02E+15,Thane,193,8.77,Successful ,2019,17,M,8.77,49,46,47
5016500,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,M,0,47,50,44
5016501,2.02E+15,Thane,181,8.23,Successful ,2019,17,M,8.23,47,49,48
5016502,2.02E+15,Thane,190,8.64,Successful ,2019,17,M,8.64,37,50,42
5016503,2.02E+15,Thane,178,8.09,Successful ,2019,17,M,8.09,36,49,37
5016504,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,M,0,38,50,47
5016505,2.02E+15,Thane,163,7.41,Successful ,2019,17,F,7.41,35,47,38
5016506,2.02E+15,Thane,0,0,Unsuccessful ,2018,17,F,0,43,46,47
5016507,2.02E+15,Thane,189,8.59,Successful ,2019,17,M,8.59,45,45,48
5016508,2.02E+15,Thane,159,7.23,Successful ,2020,17,M,7.23,39,45,40
5016509,2.02E+15,Thane,161,7.32,Successful ,2019,17,M,7.32,47,45,40
5016510,2.02E+15,Thane,164,7.45,Successful ,2019,17,F,7.45,49,50,45
5016511,2.02E+15,Thane,202,9.18,Successful ,2019,17,M,9.18,38,49,49
5016512,2.02E+15,Thane,175,7.95,Successful ,2019,17,M,7.95,50,50,38
5016513,2.02E+15,Thane,190,8.64,Successful ,2019,17,M,8.64,36,47,48
5016514,2.02E+15,Thane,184,8.36,Successful ,2019,17,M,8.36,49,47,39
5016515,2.02E+15,Thane,205,9.32,Successful ,2019,17,M,9.32,38,49,35
5016516,2.02E+15,Thane,156,7.09,Successful ,2019,17,M,7.09,45,46,41
5016517,2.02E+15,Thane,184,8.36,Successful ,2019,17,F,8.36,37,46,38
5016518,2.02E+15,Thane,166,7.55,Successful ,2019,17,F,7.55,50,49,38
5016519,2.02E+15,Thane,172,7.82,Successful ,2019,17,M,7.82,44,50,37
5016520,2.02E+15,Thane,178,8.09,Successful ,2019,17,M,8.09,49,46,38
5016521,2.02E+15,Thane,181,8.23,Successful ,2019,17,F,8.23,43,50,40
5016522,2.02E+15,Thane,178,8.09,Successful ,2019,17,F,8.09,35,49,36
5016523,2.02E+15,Thane,187,8.5,Successful ,2019,17,F,8.5,38,46,37
5016524,2.02E+15,Thane,180,8.18,Successful ,2019,17,F,8.18,43,45,40
5016525,2.02E+15,Thane,170,7.73,Successful ,2019,17,M,7.73,38,47,44
5016526,2.02E+15,Thane,175,7.95,Successful ,2019,17,M,7.95,41,50,43
5016527,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,F,0,47,47,37
5016528,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,M,0,49,49,44
5016529,2.02E+15,Thane,181,8.23,Successful ,2020,17,F,8.23,35,47,35
5016530,2.02E+15,Thane,174,7.91,Successful ,2019,17,M,7.91,47,48,46
5016531,2.02E+15,Thane,0,0,Unsuccessful ,2018,17,F,0,47,46,49
5016532,2.02E+15,Thane,181,8.23,Successful ,2019,17,F,8.23,42,47,50
5016533,2.02E+15,Thane,157,7.14,Successful ,2019,17,M,7.14,37,49,46
5016534,2.02E+15,Thane,173,7.86,Successful ,2019,17,M,7.86,49,47,43
5016535,2.02E+15,Thane,149,6.77,Successful ,2019,17,M,6.77,42,50,39
5016536,2.02E+15,Thane,171,7.77,Successful ,2019,17,M,7.77,44,50,37
5016537,2.02E+15,Thane,184,8.36,Successful ,2019,17,M,8.36,41,45,42
5016538,2.02E+15,Thane,186,8.45,Successful ,2019,17,F,8.45,49,48,41
5016539,2.02E+15,Thane,181,8.23,Successful ,2020,17,M,8.23,36,50,39
5016540,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,M,0,43,48,39
5016541,2.02E+15,Thane,188,8.55,Successful ,2020,17,M,8.55,35,49,44
5016542,2.02E+15,Thane,169,7.68,Successful ,2019,17,M,7.68,37,46,43
5016543,2.02E+15,Thane,169,7.68,Successful ,2020,17,F,7.68,39,49,42
5016544,2.02E+15,Thane,160,7.27,Successful ,2019,17,F,7.27,37,47,43
5016545,2.02E+15,Thane,172,7.82,Successful ,2020,17,M,7.82,46,45,40
5016546,2.02E+15,Thane,0,0,Unsuccessful ,2018,17,M,0,35,50,47
5016547,2.02E+15,Thane,175,7.95,Successful ,2019,17,M,7.95,36,49,47
5016548,2.02E+15,Thane,184,8.36,Successful ,2020,17,F,8.36,47,45,50
5016549,2.02E+15,Thane,161,7.32,Successful ,2019,17,M,7.32,41,46,43
5016550,2.02E+15,Thane,180,8.18,Successful ,2019,17,M,8.18,40,47,46
5016551,2.02E+15,Thane,190,8.64,Successful ,2019,17,M,8.64,41,50,39
5016552,2.02E+15,Thane,169,7.68,Successful ,2019,17,M,7.68,40,49,36
5016553,2.02E+15,Thane,161,7.32,Successful ,2020,17,F,7.32,48,45,42
5016554,2.02E+15,Thane,0,0,Unsuccessful ,2019,17,F,0,42,47,44
5016555,2.02E+15,Thane,202,9.18,Successful ,2019,17,F,9.18,40,48,43
5016556,2.02E+15,Thane,167,7.59,Successful ,2019,17,M,7.59,42,49,50
5016557,2.02E+15,Thane,193,8.77,Successful ,2019,17,M,8.77,35,47,43
5016558,2.02E+15,Thane,180,8.18,Successful ,2019,17,M,8.18,35,47,43
5016559,2.02E+15,Thane,0,0,Unsuccessful ,2018,17,M,0,48,46,36
5016560,2.02E+15,Thane,153,6.95,Successful ,2019,17,M,6.95,44,48,38
5016561,2.02E+15,Thane,172,7.82,Successful ,2019,17,M,7.82,37,45,41
5016562,2.02E+15,Thane,140,6.36,Successful ,2019,17,M,6.36,40,50,48
5016563,2.02E+15,Thane,172,7.82,Successful ,2019,17,M,7.82,39,48,37
5016564,2.02E+15,Thane,196,8.91,Successful ,2020,17,F,8.91,44,45,35
5016565,2.02E+15,Thane,181,8.23,Successful ,2019,174,M,8.23,50,45,35
5016566,2.02E+15,Thane,148,6.73,Successful ,2020,174,M,6.73,50,46,43
5016567,2.02E+15,Thane,184,8.36,Successful ,2019,174,F,8.36,46,49,45
5016568,2.02E+15,Thane,154,7,Successful ,2019,174,M,7,39,49,39
5016569,2.02E+15,Thane,172,7.82,Successful ,2019,174,F,7.82,37,50,50
5016570,2.02E+15,Thane,172,7.82,Successful ,2019,174,M,7.82,40,48,42
5016571,2.02E+15,Thane,180,8.18,Successful ,2019,174,M,8.18,49,47,37
5016572,2.02E+15,Thane,157,7.14,Successful ,2019,174,M,7.14,50,48,50
5016573,2.02E+15,Thane,158,7.18,Successful ,2019,174,M,7.18,50,48,43
